C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_51_536.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_51_536.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_51_536.jpg, 0, 0, 0, 7.794787E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_51_674.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_51_674.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_51_674.jpg, 0, 0, 0, 7.793857E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_51_791.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_51_791.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_51_791.jpg, 0, 0, 0, 7.87692E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_51_935.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_51_935.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_51_935.jpg, 0, 0, 0, 7.758186E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_036.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_036.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_036.jpg, 0, 0, 0, 7.978624E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_145.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_145.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_145.jpg, 0, 0, 0, 7.781546E-05
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_295.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_295.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_295.jpg, 0, 0.4364484, 0, 0.7119452
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_417.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_417.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_417.jpg, 0, 0.7895064, 0, 1.772586
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_561.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_561.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_561.jpg, 0, 0.3322411, 0, 2.533295
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_711.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_711.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_711.jpg, -0.4187016, 0, 0, 2.459063
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_827.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_827.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_827.jpg, -0.0399648, 0, 0, 2.423192
C:\Users\hp\Desktop\Data\IMG\center_2019_05_28_04_34_52_965.jpg, C:\Users\hp\Desktop\Data\IMG\left_2019_05_28_04_34_52_965.jpg, C:\Users\hp\Desktop\Data\IMG\right_2019_05_28_04_34_52_965.jpg, 0, 0.4100745, 0, 3.078619
